163;bunker;3121.00;9.88;1350.00;5.80;0
163;bunker;3088.00;9.90;1320.00;1.81;0
163;bunker;3107.00;10.00;1329.00;4.47;0
163;bunker;3136.00;10.07;1349.00;3.15;0
199;air_base;2864.00;9.70;1313.00;5.59;0
199;bunker;2871.00;9.70;1302.00;5.15;0
199;bunker;2882.00;9.70;1298.00;6.18;0
199;bunker;2853.00;9.70;1313.00;6.24;0
199;bunker;2865.00;9.70;1315.00;3.23;0
199;bunker;2852.00;9.70;1302.00;1.23;0
199;bunker;2856.00;9.70;1299.00;4.42;0
199;radar_station;2882.00;9.70;1298.00;1.82;0
205;air_base;2516.00;9.70;1301.00;0.93;0
205;bunker;2523.00;9.70;1303.00;6.18;0
205;bunker;2508.00;9.70;1298.00;0.63;0
230;bunker;2840.00;9.70;1243.00;1.39;0
230;bunker;2846.00;9.70;1244.00;4.04;0
1;arms_factory;3032.00;11.80;2023.00;0.18;0
1;arms_factory;3009.00;11.20;2009.00;1.39;0
1;arms_factory;3020.00;11.20;2021.00;4.40;0
1;arms_factory;3037.00;11.05;2015.00;0.79;0
1;arms_factory;3017.00;11.05;2007.00;4.91;0
1;arms_factory;3002.00;10.70;2024.00;0.18;0
1;industrial_complex;3031.00;10.70;2010.00;2.85;0
1;industrial_complex;3003.00;10.93;2019.00;0.69;0
1;industrial_complex;3032.00;11.95;2026.00;1.90;0
1;industrial_complex;3010.00;10.80;2024.00;4.91;0
1;industrial_complex;3030.00;11.68;2022.00;1.29;0
1;industrial_complex;3008.00;10.82;2007.00;3.96;0
1;air_base;3020.00;11.20;2020.00;0.34;0
1;naval_base;3011.00;9.95;2020.00;-1.89;11828
1;naval_base;3048.00;10.18;2024.00;-3.14;12361
1;naval_base;3023.00;11.15;2029.00;-2.98;12095
1;naval_base;3038.00;10.00;2009.00;0.00;13796
1;naval_base;3044.00;10.98;2027.00;-4.12;12361
1;naval_base;3035.00;10.00;2008.00;0.46;13796
1;naval_base;3020.00;11.10;2002.00;-0.46;13924
1;naval_base;2995.00;9.80;2020.00;-3.61;12611
1;naval_base;3005.00;10.23;2027.00;-3.52;12095
1;naval_base;3011.00;10.70;2015.00;-2.03;11828
1;naval_base;3006.00;10.40;2028.00;-3.14;12095
1;bunker;3016.00;10.90;2005.00;0.86;0
1;bunker;3042.00;11.23;2018.00;3.52;0
1;bunker;3030.00;11.20;2017.00;1.36;0
1;bunker;3007.00;10.98;2023.00;4.03;0
1;bunker;3051.00;10.65;2026.00;5.59;0
1;bunker;3028.00;11.10;2013.00;3.42;0
1;bunker;2996.00;10.85;2019.00;4.64;0
1;bunker;3013.00;10.93;2017.00;2.48;0
1;bunker;3024.00;11.10;2021.00;4.03;0
1;bunker;3011.00;10.95;2026.00;0.41;0
1;bunker;3009.00;11.28;2011.00;3.08;0
1;coastal_bunker;3008.00;10.30;2020.00;0.24;0
1;coastal_bunker;2992.00;10.60;2018.00;-0.79;0
1;coastal_bunker;3027.00;11.25;2029.00;-2.98;0
1;coastal_bunker;3007.00;10.50;2029.00;-3.14;0
1;coastal_bunker;3043.00;10.78;2026.00;-4.12;0
1;coastal_bunker;3035.00;11.05;2009.00;0.46;0
1;coastal_bunker;3055.00;10.40;2023.00;1.25;0
1;coastal_bunker;3003.00;10.00;2009.00;-2.03;0
1;coastal_bunker;3046.00;10.00;2013.00;1.25;0
1;coastal_bunker;3020.00;11.10;2002.00;-0.46;0
1;coastal_bunker;3012.00;10.35;2016.00;-1.89;0
1;dockyard;3023.00;11.00;2004.00;0.46;0
1;anti_air_building;3035.00;11.63;2022.00;6.26;0
1;anti_air_building;3025.00;11.10;2013.00;4.10;0
1;anti_air_building;3031.00;11.20;2017.00;0.48;0
1;synthetic_refinery;3013.00;11.07;2027.00;3.15;0
1;fuel_silo;3015.00;10.82;2016.00;6.16;0
1;radar_station;3023.00;11.10;2015.00;2.91;0
1;rocket_site;3015.00;11.00;2001.00;5.22;0
1;nuclear_reactor;3028.00;11.45;2021.00;0.49;0
2;arms_factory;3007.00;18.70;1938.00;4.40;0
2;arms_factory;3112.00;14.85;2012.00;0.79;0
2;arms_factory;3059.00;13.35;1987.00;4.91;0
2;arms_factory;2975.00;18.77;1938.00;0.18;0
2;arms_factory;2956.00;15.90;1744.00;2.85;0
2;arms_factory;3043.00;16.35;1880.00;0.69;0
2;industrial_complex;3082.00;17.20;1917.00;1.90;0
2;industrial_complex;2938.00;14.48;1695.00;4.91;0
2;industrial_complex;3063.00;13.30;1990.00;1.29;0
2;industrial_complex;3108.00;17.20;1920.00;3.96;0
2;industrial_complex;2889.00;17.40;1822.00;0.34;0
2;industrial_complex;2966.00;14.95;1837.00;3.36;0
2;air_base;2916.00;17.75;1835.00;4.57;0
2;naval_base;3135.00;13.30;2029.00;-3.14;14238
2;naval_base;3052.00;10.78;2010.00;-1.25;13705
2;naval_base;3099.00;12.35;2029.00;-3.27;10384
2;naval_base;3070.00;11.00;2029.00;-4.07;11405
2;naval_base;3202.00;13.85;2029.00;-3.39;10645
2;naval_base;3068.00;9.95;2019.00;-2.90;14242
2;naval_base;3083.00;11.32;2029.00;-2.21;11405
2;naval_base;3172.00;13.80;2029.00;-2.68;13523
2;naval_base;3105.00;12.60;2029.00;-2.94;10384
2;naval_base;3157.00;12.95;2029.00;-3.84;13523
2;naval_base;3056.00;10.32;2006.00;-1.79;13705
2;naval_base;3125.00;12.90;2029.00;-3.79;14238
2;naval_base;3047.00;10.00;1996.00;-2.27;13705
2;naval_base;3075.00;10.75;2020.00;-2.11;14242
2;bunker;2973.00;15.93;1797.00;3.42;0
2;bunker;3030.00;16.68;1884.00;4.64;0
2;bunker;2931.00;19.13;1877.00;2.48;0
2;bunker;3103.00;16.90;1876.00;4.03;0
2;bunker;3161.00;14.80;1997.00;0.41;0
2;bunker;3093.00;16.30;1955.00;3.08;0
2;bunker;3160.00;14.90;2011.00;0.92;0
2;bunker;2993.00;16.00;1797.00;1.02;0
2;bunker;3052.00;13.35;1985.00;5.15;0
2;bunker;3120.00;16.95;1909.00;2.98;0
2;bunker;2967.00;15.65;1762.00;4.54;0
2;bunker;2951.00;16.80;1823.00;0.92;0
2;bunker;2958.00;15.30;1758.00;3.59;0
2;bunker;3095.00;14.00;2000.00;1.43;0
2;bunker;3090.00;15.05;1856.00;1.53;0
2;bunker;2996.00;15.45;1828.00;5.65;0
2;bunker;3087.00;17.02;1919.00;2.04;0
2;bunker;2947.00;16.90;1924.00;4.70;0
2;bunker;2913.00;16.55;1738.00;6.26;0
2;bunker;3050.00;15.57;1882.00;4.10;0
2;bunker;3135.00;16.40;1938.00;0.48;0
2;bunker;3061.00;11.00;2013.00;3.15;0
2;bunker;2949.00;16.38;1766.00;6.16;0
2;bunker;2914.00;20.80;1823.00;1.09;0
2;bunker;3151.00;18.35;1971.00;5.22;0
2;bunker;2887.00;16.90;1885.00;0.49;0
2;bunker;2982.00;14.07;1770.00;4.61;0
2;bunker;2929.00;18.50;1842.00;5.82;0
2;bunker;2995.00;19.65;1925.00;3.66;0
2;bunker;3192.00;13.90;2004.00;5.22;0
2;bunker;3040.00;13.38;1833.00;1.60;0
2;bunker;3023.00;12.50;1774.00;5.72;0
2;bunker;3135.00;15.53;1895.00;2.10;0
2;bunker;3134.00;14.25;2023.00;3.66;0
2;bunker;2930.00;18.50;1854.00;0.04;0
2;bunker;3035.00;16.83;1871.00;4.17;0
2;bunker;3000.00;18.70;1932.00;5.38;0
2;bunker;3111.00;14.70;2014.00;2.11;0
2;bunker;2977.00;15.53;1840.00;4.78;0
2;bunker;2902.00;16.70;1714.00;1.16;0
2;bunker;3082.00;13.30;1834.00;2.71;0
2;bunker;3201.00;14.50;2018.00;0.55;0
2;bunker;3034.00;13.00;1791.00;4.68;0
2;bunker;2884.00;17.45;1784.00;5.89;0
2;bunker;3035.00;15.60;1919.00;2.62;0
2;bunker;2889.00;18.68;1800.00;5.28;0
2;bunker;2950.00;20.15;1860.00;1.67;0
2;bunker;2980.00;16.00;1805.00;4.33;0
2;bunker;3077.00;11.88;2012.00;1.07;0
2;bunker;3113.00;14.75;2014.00;2.27;0
2;bunker;3079.00;13.70;2003.00;0.11;0
2;bunker;3090.00;13.40;2009.00;2.78;0
2;bunker;2988.00;16.68;1896.00;4.34;0
2;bunker;3147.00;15.10;1997.00;2.17;0
2;bunker;3109.00;14.18;2018.00;4.84;0
2;bunker;2976.00;16.73;1868.00;0.12;0
2;bunker;3124.00;17.30;1879.00;2.78;0
2;bunker;3008.00;19.30;1900.00;0.62;0
2;bunker;3018.00;15.45;1870.00;1.83;0
2;bunker;2926.00;15.00;1703.00;4.85;0
2;bunker;3020.00;15.40;1844.00;1.23;0
2;bunker;3000.00;12.25;1743.00;5.35;0
2;bunker;3046.00;13.90;1807.00;0.28;0
2;bunker;2942.00;16.70;1921.00;3.29;0
2;bunker;2969.00;20.35;1926.00;1.13;0
2;bunker;3068.00;15.90;1942.00;2.34;0
2;bunker;2963.00;18.55;1880.00;0.18;0
2;bunker;3011.00;12.00;1749.00;1.74;0
2;bunker;2919.00;18.85;1770.00;4.40;0
2;bunker;2896.00;13.85;1848.00;0.79;0
2;bunker;2945.00;15.50;1800.00;4.91;0
2;bunker;3142.00;14.45;2016.00;5.01;0
2;bunker;2934.00;15.20;1705.00;2.85;0
2;bunker;3109.00;17.45;1917.00;5.52;0
2;bunker;2946.00;13.32;1687.00;0.79;0
2;bunker;2941.00;14.10;1690.00;4.91;0
2;bunker;2878.00;14.00;1856.00;1.29;0
2;bunker;3018.00;18.75;1934.00;5.42;0
2;bunker;2949.00;18.25;1890.00;5.52;0
2;bunker;2970.00;14.95;1810.00;3.36;0
2;bunker;3038.00;14.10;1811.00;6.03;0
2;bunker;2961.00;18.30;1908.00;2.41;0
2;bunker;3187.00;13.80;2019.00;3.96;0
2;bunker;3099.00;16.35;1902.00;1.81;0
2;bunker;2877.00;18.25;1881.00;3.02;0
2;bunker;3122.00;17.45;1954.00;0.85;0
2;bunker;3089.00;16.65;1903.00;3.87;0
2;bunker;2907.00;16.10;1862.00;5.08;0
2;bunker;3069.00;12.40;2006.00;2.92;0
2;bunker;2947.00;15.15;1732.00;4.48;0
2;bunker;3107.00;17.90;1962.00;0.86;0
2;bunker;3053.00;15.05;1927.00;3.52;0
2;bunker;2863.00;16.50;1870.00;1.36;0
2;bunker;3129.00;18.70;1972.00;2.92;0
2;bunker;2949.00;13.90;1715.00;5.59;0
2;bunker;3029.00;15.75;1953.00;1.97;0
2;bunker;3085.00;14.65;1994.00;6.09;0
2;bunker;3066.00;14.10;1982.00;1.37;0
2;bunker;2982.00;11.98;1719.00;4.03;0
2;bunker;3121.00;17.55;1986.00;1.87;0
2;bunker;2979.00;12.80;1731.00;3.09;0
2;bunker;2880.00;17.00;1814.00;6.10;0
2;bunker;3179.00;15.10;1991.00;2.48;0
2;bunker;2978.00;16.73;1908.00;5.15;0
2;bunker;2978.00;12.30;1723.00;0.42;0
2;bunker;2888.00;17.05;1823.00;4.54;0
2;bunker;3102.00;13.80;2013.00;5.76;0
2;bunker;2889.00;17.45;1737.00;3.59;0
2;bunker;2949.00;14.10;1701.00;0.33;0
2;bunker;2897.00;14.82;1866.00;1.53;0
2;bunker;2981.00;19.38;1932.00;5.65;0
2;bunker;2973.00;16.73;1911.00;2.04;0
2;bunker;3075.00;14.18;1982.00;5.06;0
2;bunker;3035.00;13.03;1781.00;6.26;0
2;bunker;2899.00;16.10;1874.00;4.10;0
2;bunker;3121.00;14.18;2022.00;0.48;0
2;bunker;2992.00;12.85;1748.00;2.04;0
2;bunker;2928.00;18.13;1907.00;4.71;0
2;bunker;3119.00;17.10;1989.00;2.55;0
2;bunker;3095.00;13.50;2021.00;2.65;0
2;bunker;3053.00;10.80;2008.00;0.49;0
2;bunker;2910.00;15.60;1704.00;4.61;0
2;bunker;3152.00;13.80;2026.00;5.82;0
2;bunker;3034.00;13.20;1973.00;2.55;0
2;bunker;3089.00;14.95;1984.00;5.22;0
2;bunker;2967.00;12.45;1706.00;1.60;0
2;bunker;2964.00;18.15;1937.00;4.27;0
2;bunker;3115.00;15.73;1993.00;1.00;0
2;bunker;2906.00;18.13;1888.00;3.66;0
2;bunker;3089.00;12.10;2023.00;0.05;0
2;bunker;3064.00;11.10;2025.00;2.71;0
2;bunker;3051.00;13.90;1980.00;5.73;0
2;bunker;3098.00;15.57;1982.00;2.11;0
2;bunker;3123.00;18.70;1975.00;4.78;0
2;bunker;3065.00;14.60;1970.00;2.61;0
2;bunker;3088.00;15.80;1974.00;2.72;0
2;bunker;3045.00;14.70;1966.00;0.56;0
2;bunker;3080.00;15.85;1967.00;3.22;0
2;bunker;3032.00;14.15;1965.00;4.78;0
2;bunker;3064.00;16.27;1959.00;1.16;0
2;bunker;3125.00;18.60;1969.00;5.28;0
2;bunker;3046.00;16.73;1957.00;0.21;0
2;bunker;3071.00;15.78;1959.00;3.23;0
2;bunker;3061.00;17.10;1949.00;1.07;0
2;bunker;3042.00;16.83;1942.00;3.73;0
2;bunker;3083.00;16.00;1940.00;0.11;0
2;bunker;2982.00;17.90;1940.00;1.67;0
2;bunker;3005.00;18.38;1939.00;5.80;0
2;bunker;3021.00;17.63;1937.00;0.72;0
2;bunker;3058.00;16.43;1941.00;4.84;0
2;bunker;3087.00;16.90;1927.00;0.12;0
2;bunker;2993.00;19.60;1913.00;2.78;0
2;bunker;3136.00;16.50;1914.00;5.45;0
2;bunker;3046.00;14.98;1913.00;2.19;0
2;bunker;2916.00;17.45;1909.00;4.85;0
2;bunker;2899.00;17.48;1900.00;1.23;0
2;bunker;2929.00;17.68;1896.00;5.35;0
2;bunker;2923.00;17.60;1898.00;5.45;0
2;bunker;2881.00;16.02;1893.00;3.29;0
2;bunker;2972.00;15.60;1895.00;5.96;0
2;bunker;2891.00;16.95;1886.00;2.34;0
2;bunker;2913.00;18.18;1878.00;3.90;0
2;bunker;3068.00;14.90;1885.00;1.74;0
2;bunker;3090.00;15.90;1871.00;4.40;0
2;bunker;2922.00;19.60;1870.00;0.79;0
2;bunker;2879.00;16.10;1874.00;3.81;0
2;bunker;3057.00;15.80;1862.00;0.19;0
2;bunker;2869.00;15.55;1861.00;2.85;0
2;bunker;2999.00;16.80;1854.00;4.41;0
2;bunker;2888.00;13.70;1861.00;2.25;0
2;bunker;2904.00;15.03;1846.00;3.46;0
2;bunker;3021.00;15.23;1845.00;1.30;0
2;bunker;3062.00;14.70;1839.00;2.86;0
2;bunker;2878.00;13.00;1845.00;5.52;0
2;bunker;2902.00;15.20;1841.00;1.90;0
2;bunker;2873.00;13.35;1834.00;6.03;0
2;bunker;3093.00;13.05;1821.00;1.31;0
2;bunker;2912.00;19.15;1806.00;3.97;0
2;bunker;2998.00;14.35;1789.00;1.81;0
2;bunker;2950.00;16.05;1785.00;4.47;0
2;bunker;2933.00;18.45;1776.00;6.03;0
2;bunker;2973.00;15.32;1775.00;2.41;0
2;bunker;3007.00;13.10;1768.00;0.26;0
2;bunker;2907.00;18.93;1765.00;0.36;0
2;bunker;2930.00;17.88;1762.00;4.48;0
2;bunker;3017.00;12.00;1755.00;0.86;0
2;bunker;2995.00;12.80;1755.00;3.52;0
2;bunker;2897.00;16.95;1746.00;0.26;0
2;bunker;2968.00;14.43;1742.00;2.93;0
2;bunker;2899.00;17.95;1731.00;5.59;0
2;bunker;2938.00;14.98;1730.00;1.97;0
2;bunker;2990.00;13.05;1733.00;4.99;0
2;bunker;2912.00;16.98;1728.00;6.20;0
2;bunker;2926.00;14.40;1719.00;4.04;0
2;bunker;2957.00;14.98;1730.00;0.42;0
2;bunker;2896.00;17.20;1721.00;3.44;0
2;bunker;2941.00;14.40;1717.00;4.64;0
2;bunker;2953.00;14.00;1717.00;2.48;0
2;bunker;2914.00;15.63;1719.00;0.32;0
2;bunker;2966.00;13.20;1714.00;0.43;0
2;coastal_bunker;3051.00;10.38;2010.00;-1.25;0
2;coastal_bunker;3049.00;9.88;1996.00;-2.27;0
2;coastal_bunker;3080.00;11.15;2029.00;-4.07;0
2;coastal_bunker;3104.00;12.50;2029.00;-2.94;0
2;coastal_bunker;3053.00;10.85;2004.00;-1.79;0
2;coastal_bunker;3127.00;12.95;2029.00;-3.79;0
2;coastal_bunker;3191.00;13.75;2029.00;-3.39;0
2;coastal_bunker;3174.00;13.88;2029.00;-2.68;0
2;coastal_bunker;3073.00;10.70;2020.00;-2.90;0
2;coastal_bunker;3100.00;12.38;2029.00;-3.27;0
2;coastal_bunker;3129.00;12.95;2029.00;-3.14;0
2;coastal_bunker;3153.00;12.95;2029.00;-3.84;0
2;coastal_bunker;3084.00;11.40;2029.00;-2.21;0
2;coastal_bunker;3076.00;10.75;2020.00;-2.11;0
2;dockyard;3159.00;13.00;2029.00;-3.84;0
2;anti_air_building;2890.00;15.45;1874.00;0.49;0
2;anti_air_building;3166.00;14.45;2025.00;3.15;0
2;anti_air_building;3020.00;14.00;1820.00;6.18;0
2;synthetic_refinery;2928.00;15.00;1706.00;1.10;0
2;fuel_silo;3100.00;14.85;1996.00;5.22;0
2;radar_station;3036.00;15.78;1857.00;1.37;0
2;rocket_site;3157.00;16.35;1930.00;3.16;0
2;nuclear_reactor;3076.00;13.75;1999.00;1.00;0
3;arms_factory;3235.00;12.05;1832.00;4.91;0
3;arms_factory;3153.00;14.40;1818.00;0.18;0
3;arms_factory;3155.00;14.50;1818.00;2.85;0
3;arms_factory;3150.00;12.70;1770.00;0.69;0
3;arms_factory;3238.00;11.20;1679.00;1.90;0
3;arms_factory;3245.00;13.35;1980.00;4.91;0
3;industrial_complex;3198.00;10.80;1700.00;1.29;0
3;industrial_complex;3229.00;11.40;1717.00;3.96;0
3;industrial_complex;3099.00;12.70;1734.00;0.34;0
3;industrial_complex;3102.00;12.30;1789.00;3.36;0
3;industrial_complex;3129.00;10.18;1655.00;4.57;0
3;industrial_complex;3210.00;10.15;1979.00;2.41;0
3;air_base;3212.00;10.13;1979.00;0.25;0
3;naval_base;3248.00;11.03;2029.00;-3.14;9451
3;naval_base;3229.00;12.95;2029.00;-3.85;9445
3;bunker;3135.00;14.10;1798.00;0.85;0
3;bunker;3145.00;14.10;1806.00;3.87;0
3;bunker;3243.00;14.00;2011.00;5.08;0
3;bunker;3177.00;16.00;1920.00;2.92;0
3;bunker;3103.00;12.10;1685.00;5.58;0
3;bunker;3176.00;15.55;1939.00;0.86;0
3;bunker;3124.00;14.50;1832.00;3.52;0
3;bunker;3129.00;12.30;1706.00;1.36;0
3;bunker;3137.00;14.20;1820.00;4.03;0
3;bunker;3200.00;11.05;1661.00;5.59;0
3;bunker;3245.00;14.10;1892.00;3.42;0
3;bunker;3131.00;15.40;1853.00;4.64;0
3;bunker;3238.00;10.60;1821.00;2.48;0
3;bunker;3163.00;9.70;1694.00;4.03;0
3;bunker;3168.00;10.23;1660.00;0.41;0
3;bunker;3231.00;14.45;1862.00;3.08;0
3;bunker;3213.00;12.70;1748.00;0.92;0
3;bunker;3213.00;13.00;1798.00;1.02;0
3;bunker;3160.00;14.70;1865.00;5.15;0
3;bunker;3113.00;12.40;1789.00;2.98;0
3;bunker;3156.00;14.95;1855.00;4.54;0
3;bunker;3227.00;13.00;1764.00;0.92;0
3;bunker;3206.00;10.90;1650.00;3.59;0
3;bunker;3206.00;14.00;2010.00;1.43;0
3;bunker;3159.00;12.20;1730.00;1.53;0
3;bunker;3162.00;10.25;1656.00;5.65;0
3;bunker;3141.00;10.90;1640.00;2.04;0
3;bunker;3127.00;13.90;1801.00;4.70;0
3;bunker;3179.00;15.95;1958.00;6.26;0
3;bunker;3240.00;13.90;1954.00;4.10;0
3;bunker;3230.00;14.10;2007.00;0.48;0
3;bunker;3215.00;14.40;2019.00;3.15;0
3;bunker;3224.00;12.15;1841.00;6.16;0
3;bunker;3101.00;12.30;1725.00;1.09;0
3;bunker;3149.00;14.40;1832.00;5.22;0
3;bunker;3186.00;12.25;1736.00;0.49;0
3;bunker;3231.00;14.20;1894.00;4.61;0
3;bunker;3190.00;10.23;1683.00;5.82;0
3;bunker;3220.00;11.20;1679.00;3.66;0
3;bunker;3196.00;15.80;1877.00;5.22;0
3;bunker;3226.00;10.85;1984.00;1.60;0
3;bunker;3159.00;17.00;1914.00;5.72;0
3;bunker;3231.00;12.20;1698.00;2.10;0
3;bunker;3179.00;15.23;1933.00;3.66;0
3;bunker;3137.00;13.05;1761.00;0.04;0
3;bunker;3229.00;11.60;1726.00;4.17;0
3;bunker;3239.00;12.00;1796.00;5.38;0
3;bunker;3126.00;14.50;1845.00;2.11;0
3;bunker;3245.00;12.35;1764.00;4.78;0
3;bunker;3203.00;14.95;1926.00;1.16;0
3;bunker;3224.00;12.00;1704.00;2.71;0
3;bunker;3174.00;14.00;1821.00;0.55;0
3;bunker;3105.00;12.20;1773.00;4.68;0
3;bunker;3186.00;14.50;1854.00;5.89;0
3;bunker;3122.00;12.60;1727.00;2.62;0
3;bunker;3177.00;13.10;1783.00;5.28;0
3;bunker;3248.00;11.40;1712.00;1.67;0
3;bunker;3096.00;12.28;1719.00;4.33;0
3;bunker;3179.00;15.60;1886.00;1.07;0
3;bunker;3246.00;11.95;1682.00;2.27;0
3;bunker;3166.00;12.30;1750.00;0.11;0
3;bunker;3135.00;9.70;1656.00;2.78;0
3;bunker;3221.00;14.40;1901.00;4.34;0
3;bunker;3220.00;10.07;1988.00;2.17;0
3;bunker;3182.00;13.80;1803.00;4.84;0
3;bunker;3115.00;12.20;1697.00;0.12;0
3;bunker;3195.00;16.43;1974.00;2.78;0
3;bunker;3162.00;10.90;1644.00;0.62;0
3;bunker;3196.00;12.30;1735.00;1.83;0
3;bunker;3185.00;12.50;1750.00;4.85;0
3;bunker;3250.00;13.75;1933.00;1.23;0
3;bunker;3248.00;11.65;1670.00;5.35;0
3;bunker;3179.00;10.90;1711.00;0.28;0
3;bunker;3197.00;15.70;1940.00;3.29;0
3;bunker;3189.00;14.05;1831.00;1.13;0
3;bunker;3210.00;11.10;1691.00;2.34;0
3;bunker;3126.00;12.80;1760.00;0.18;0
3;bunker;3165.00;13.15;1788.00;1.74;0
3;bunker;3111.00;12.20;1661.00;4.40;0
3;bunker;3137.00;9.70;1669.00;0.79;0
3;bunker;3147.00;9.70;1668.00;4.91;0
3;bunker;3101.00;13.88;1824.00;5.01;0
3;bunker;3114.00;11.68;1655.00;2.85;0
3;bunker;3095.00;11.60;1708.00;5.52;0
3;bunker;3245.00;12.80;1835.00;0.79;0
